2015-12-22-11:20:52	tcp server listen 0.0.0.0:9000 
2015-12-22-11:43:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:43:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:44:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:45:27	current conn:0, QPS:0, read flux:0, write flux:0
